S.No,Primary Vulnerability,Exploit,Result,Code
104,Broken Object Level Authorizatio,Inadequate User Validation,Error,"from flask import Flask, request, jsonify

app = Flask(__name__)

# Mock user data
users = {
    1: {""name"": ""Alice"", ""email"": ""alice@example.com""},
    2: {""name"": ""Bob"", ""email"": ""bob@example.com""}
}

@app.route('/user/<int:user_id>', methods=['GET'])
def get_user(user_id):
    user = users.get(user_id)
    if user:
        return jsonify(user)
    else:
        return jsonify({""error"": ""User not found""}), 404

if __name__ == '__main__':
    app.run(debug=True)"
105,Broken Object Level Authorizatio,Lack of Ownership Verification,Error,"from flask import Flask, request, jsonify

app = Flask(__name__)

# Mock user data
users = {
    1: {""name"": ""Alice"", ""email"": ""alice@example.com""},
    2: {""name"": ""Bob"", ""email"": ""bob@example.com""}
}

@app.route('/user/<int:user_id>', methods=['PUT'])
def update_user(user_id):
    if user_id in users:
        user_data = request.json
        users[user_id].update(user_data)
        return jsonify({""success"": ""User updated successfully""})
    else:
        return jsonify({""error"": ""User not found""}), 404

if __name__ == '__main__':
    app.run(debug=True)"
106,Broken Object Level Authorization,Proper Authorization Check,Good,"from flask import Flask, request, jsonify
app = Flask(__name__)

records = {{1: {{""owner_id"": 1, ""data"": ""Private""}},
           2: {{""owner_id"": 2, ""data"": ""Secret""}}}}

def get_current_user():
    token = request.headers.get('Authorization')
    return verify_token(token)

@app.route('/record/<int:record_id>', methods=['PUT'])
def update_record(record_id):
    current_user = get_current_user()
    if not current_user:
        return jsonify({{""error"": ""Unauthorized""}}), 401
    
    record = records.get(record_id)
    if not record:
        return jsonify({{""error"": ""Not found""}}), 404
    
    if record['owner_id'] != current_user['id']:
        return jsonify({{""error"": ""Forbidden""}}), 403
    
    records[record_id].update(request.json)
    return jsonify({{""success"": ""Updated""}})

if __name__ == '__main__':
    app.run()"
107,Broken Object Property Level Authorization,Improper Use of Object References,Error,"from flask import Flask, request, jsonify
app = Flask(__name__)

# Dummy data (normally would come from a database)
users = [
    {'id': 1, 'username': 'alice', 'role': 'admin'},
    {'id': 2, 'username': 'bob', 'role': 'user'}
]

@app.route('/api/users/<int:user_id>', methods=['GET'])
def get_user(user_id):
    # Assume user_id comes from the request
    user = next((user for user in users if user['id'] == user_id), None)

    if not user:
        return jsonify({'error': 'User not found'}), 404

    # Simulating improper use of user data based on an assumption
    if user['username'] == 'alice':
        return jsonify({'error': 'Unauthorized access to Alice\'s account'}), 403

    return jsonify({'username': user['username']}), 200

if __name__ == '__main__':
    app.run(debug=True)"
108,Broken Authentication,Secure Authentication Implementation,Good,"from flask import Flask, request, session, jsonify
from datetime import timedelta
import os

app = Flask(__name__)
app.secret_key = os.environ.get('SECRET_KEY')
app.config['SESSION_COOKIE_SECURE'] = True
app.config['SESSION_COOKIE_HTTPONLY'] = True
app.config['SESSION_COOKIE_SAMESITE'] = 'Lax'
app.config['PERMANENT_SESSION_LIFETIME'] = timedelta(hours=1)

@app.route('/login', methods=['POST'])
def login():
    if authenticate(request.json):
        session.permanent = True
        session['user_id'] = request.json['user_id']
        session.regenerate()
        return jsonify({{""success"": True}})
    return jsonify({{""error"": ""Failed""}}), 401

if __name__ == '__main__':
    app.run()"
109,Broken Object Property Level Authorization,Proper Field Filtering,Good,"from flask import Flask, request, jsonify
app = Flask(__name__)

ALLOWED_UPDATE_FIELDS = ['name', 'email']

users = {{1: {{""name"": ""Alice"", ""email"": ""alice@test.com"", ""role"": ""user""}}}}

@app.route('/user/<int:user_id>', methods=['PUT'])
def update_user(user_id):
    if user_id not in users:
        return jsonify({{""error"": ""Not found""}}), 404
    
    update_data = {{k: v for k, v in request.json.items() if k in ALLOWED_UPDATE_FIELDS}}
    users[user_id].update(update_data)
    return jsonify({{""success"": True}})

if __name__ == '__main__':
    app.run()"
110,Broken Function Level Authorization,Missing Role Check,Error,"from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/api/settings', methods=['PUT'])
def update_settings():
    settings = request.json
    database.update_settings(settings)
    return jsonify({{""success"": True}})

if __name__ == '__main__':
    app.run()"
111,Unrestricted Access to Sensitive Business Flows,Protected Business Flow,Good,"from flask import Flask, request, jsonify
from functools import wraps
app = Flask(__name__)

def require_auth(f):
    @wraps(f)
    def decorated(*args, **kwargs):
        user = authenticate_request(request)
        if not user:
            return jsonify({{""error"": ""Unauthorized""}}), 401
        return f(*args, **kwargs)
    return decorated

def require_2fa(f):
    @wraps(f)
    def decorated(*args, **kwargs):
        otp = request.headers.get('X-OTP')
        if not verify_otp(get_current_user(), otp):
            return jsonify({{""error"": ""2FA required""}}), 403
        return f(*args, **kwargs)
    return decorated

@app.route('/transfer', methods=['POST'])
@require_auth
@require_2fa
def transfer_money():
    user = get_current_user()
    from_account = request.json['from']
    
    if not user_owns_account(user, from_account):
        return jsonify({{""error"": ""Forbidden""}}), 403
    
    amount = request.json['amount']
    if amount > get_daily_limit(user):
        return jsonify({{""error"": ""Exceeds daily limit""}}), 400
    
    execute_transfer(from_account, request.json['to'], amount)
    log_transaction(user, from_account, request.json['to'], amount)
    return jsonify({{""success"": True}})

if __name__ == '__main__':
    app.run()"
112,Broken Authentication,Weak Password Policy,Error,"from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/register', methods=['POST'])
def register():
    username = request.json.get('username')
    password = request.json.get('password')
    
    if len(password) >= 4:
        save_user(username, password)
        return jsonify({{""success"": True}})
    return jsonify({{""error"": ""Password too short""}})

if __name__ == '__main__':
    app.run()"
113,Broken Authentication,Hardcoded Credentials,Error,"from flask import Flask, request, jsonify
app = Flask(__name__)

USERNAME = ""admin""
PASSWORD = ""password123""

@app.route('/login', methods=['POST'])
def login():
    username = request.json.get('username')
    password = request.json.get('password')
    
    if username == USERNAME and password == PASSWORD:
        return jsonify({{""token"": ""admin_token_12345""}})
    return jsonify({{""error"": ""Invalid credentials""}}), 401

if __name__ == '__main__':
    app.run(debug=True)"
114,Unrestricted Access to Sensitive Business Flows,Protected Business Flow,Good,"from flask import Flask, request, jsonify
from functools import wraps
app = Flask(__name__)

def require_auth(f):
    @wraps(f)
    def decorated(*args, **kwargs):
        user = authenticate_request(request)
        if not user:
            return jsonify({{""error"": ""Unauthorized""}}), 401
        return f(*args, **kwargs)
    return decorated

def require_2fa(f):
    @wraps(f)
    def decorated(*args, **kwargs):
        otp = request.headers.get('X-OTP')
        if not verify_otp(get_current_user(), otp):
            return jsonify({{""error"": ""2FA required""}}), 403
        return f(*args, **kwargs)
    return decorated

@app.route('/transfer', methods=['POST'])
@require_auth
@require_2fa
def transfer_money():
    user = get_current_user()
    from_account = request.json['from']
    
    if not user_owns_account(user, from_account):
        return jsonify({{""error"": ""Forbidden""}}), 403
    
    amount = request.json['amount']
    if amount > get_daily_limit(user):
        return jsonify({{""error"": ""Exceeds daily limit""}}), 400
    
    execute_transfer(from_account, request.json['to'], amount)
    log_transaction(user, from_account, request.json['to'], amount)
    return jsonify({{""success"": True}})

if __name__ == '__main__':
    app.run()"
115,Unrestricted Access to Sensitive Business Flows,Unprotected Financial Operation,Error,"from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/transfer', methods=['POST'])
def transfer_money():
    from_account = request.json['from']
    to_account = request.json['to']
    amount = request.json['amount']
    
    execute_transfer(from_account, to_account, amount)
    return jsonify({{""success"": True}})

if __name__ == '__main__':
    app.run()"
116,Broken Authentication,Secure Authentication Implementation,Good,"from flask import Flask, request, jsonify
from flask_limiter import Limiter
from flask_limiter.util import get_remote_address
import os

app = Flask(__name__)
app.secret_key = os.environ.get('SECRET_KEY')
limiter = Limiter(app, key_func=get_remote_address)

@app.route('/login', methods=['POST'])
@limiter.limit(""5 per minute"")
def login():
    username = request.json.get('username')
    password = request.json.get('password')
    
    user = authenticate_user(username, password)
    if user:
        return jsonify({{""token"": create_jwt_token(user)}})
    return jsonify({{""error"": ""Invalid credentials""}}), 401

if __name__ == '__main__':
    app.run()"
117,Security Misconfiguration,Debug Mode Enabled in Production,Error,"from flask import Flask

app = Flask(__name__)
app.config['DEBUG'] = True  # Debug mode should not be enabled in production

@app.route('/')
def home():
    return ""Welcome to the home page!""

if __name__ == '__main__':
    app.run(host='0.0.0.0', port=5000)"
118,Broken Function Level Authorization,No Authorization Check,Error,"from flask import Flask, jsonify
app = Flask(__name__)

@app.route('/admin/users', methods=['GET'])
def get_all_users():
    users = database.get_all_users()
    return jsonify(users)

@app.route('/admin/delete/<int:user_id>', methods=['DELETE'])
def delete_user(user_id):
    database.delete_user(user_id)
    return jsonify({{""success"": True}})

if __name__ == '__main__':
    app.run()"
119,Broken Object Level Authorization,Unfiltered Resource Access,Error,"from flask import Flask, request, jsonify
app = Flask(__name__)

users = {1: {""name"": ""Alice"", ""email"": ""alice@example.com"", ""balance"": 5000},
              2: {""name"": ""Bob"", ""email"": ""bob@example.com"", ""balance"": 3000}}

@app.route('/api/account/<int:user_id>', methods=['GET'])
def get_account(user_id):
    account = users.get(user_id)
    if account:
        return jsonify(account)
    return jsonify({""error"": ""Not found""}), 404

if __name__ == '__main__':
    app.run(debug=True)"
120,Unrestricted Access to Sensitive Business Flows,Administrative Operations Accessible to Regular Users,Error,"from flask import Flask, request, jsonify

app = Flask(__name__)

@app.route('/delete-user', methods=['POST'])
def delete_user():
    user_id = request.json.get('user_id')

    # Simulate deleting a user
    return jsonify({
        'status': 'success',
        'message': f'User with ID {user_id} deleted'
    }), 200

if __name__ == '__main__':
    app.run(debug=True)"
121,Broken Object Property Level Authorization,Proper Field Filtering,Good,"from flask import Flask, jsonify
app = Flask(__name__)

SAFE_FIELDS = ['name', 'email', 'created_at']

users = {{
    1: {{""name"": ""Alice"", ""email"": ""alice@test.com"", ""password_hash"": ""abc"", ""ssn"": ""123""}}
}}

@app.route('/user/<int:user_id>', methods=['GET'])
def get_user(user_id):
    user = users.get(user_id)
    if user:
        safe_user = {{k: v for k, v in user.items() if k in SAFE_FIELDS}}
        return jsonify(safe_user)
    return jsonify({{""error"": ""Not found""}}), 404

if __name__ == '__main__':
    app.run()"
122,Broken Function Level Authorization,Proper Function Authorization,Good,"from flask import Flask, request, jsonify
from functools import wraps
app = Flask(__name__)

def require_permission(permission):
    def decorator(f):
        @wraps(f)
        def decorated(*args, **kwargs):
            user = get_current_user()
            if not user or permission not in user.get('permissions', []):
                return jsonify({{""error"": ""Permission denied""}}), 403
            return f(*args, **kwargs)
        return decorated
    return decorator

@app.route('/api/settings', methods=['PUT'])
@require_permission('settings:write')
def update_settings():
    settings = request.json
    database.update_settings(settings)
    return jsonify({{""success"": True}})

if __name__ == '__main__':
    app.run()"
123,Unrestricted Resource Consumption,Proper Resource Limits,Good,"from flask import Flask, request, jsonify
app = Flask(__name__)

MAX_LIMIT = 100
DEFAULT_LIMIT = 20

@app.route('/items', methods=['GET'])
def get_items():
    page = max(1, int(request.args.get('page', 1)))
    limit = min(MAX_LIMIT, int(request.args.get('limit', DEFAULT_LIMIT)))
    offset = (page - 1) * limit
    
    items = database.query(f""SELECT * FROM items LIMIT {{limit}} OFFSET {{offset}}"")
    total = database.count(""items"")
    
    return jsonify({{
        ""items"": items,
        ""page"": page,
        ""limit"": limit,
        ""total"": total
    }})

if __name__ == '__main__':
    app.run()"
124,Unrestricted Resource Consumption,Unrestricted File Upload,Good,"from flask import Flask, request, abort

app = Flask(__name__)

# Set maximum upload size to 16MB (16 * 1024 * 1024 bytes)
app.config['MAX_CONTENT_LENGTH'] = 16 * 1024 * 1024

@app.route('/upload', methods=['POST'])
def upload_file():
    if 'file' not in request.files:
        return ""No file part"", 400
    file = request.files['file']
    if file.filename == '':
        return ""No selected file"", 400
    file.save(f""./uploads/{file.filename}"")
    return ""File uploaded successfully"", 200

@app.errorhandler(413)
def request_entity_too_large(error):
    return ""File is too large"", 413

if __name__ == '__main__':
    app.run(debug=True)"
125,Broken Authentication,Missing Rate Limiting,Good,"from flask import Flask, request, jsonify
from flask_limiter import Limiter
from flask_limiter.util import get_remote_address

app = Flask(__name__)

# Initialize the rate limiter
limiter = Limiter(
    key_func=get_remote_address,
    default_limits=[""5 per minute""]
)

# Attach the limiter to the app
limiter.init_app(app)

# User data for demonstration purposes
users = {
    'user1': 'password1',
    'user2': 'password2'
}

@app.route('/login', methods=['POST'])
@limiter.limit(""5 per minute"")  # Limit to 5 login attempts per minute per IP
def login():
    data = request.get_json()
    username = data['username']
    password = data['password']

    if username in users and users[username] == password:
        return jsonify({""message"": ""Login successful!""}), 200
    else:
        return jsonify({""message"": ""Invalid credentials""}), 401

if __name__ == '__main__':
    app.run(debug=True)"
126,Unsafe Consumption of APIs,Validated External API Usage,Good,"from flask import Flask, jsonify
import requests
from marshmallow import Schema, fields, ValidationError
app = Flask(__name__)

class UserSchema(Schema):
    username = fields.Str(required=True, validate=lambda x: len(x) <= 50)
    email = fields.Email(required=True)
    
user_schema = UserSchema()

@app.route('/user-info/<username>')
def get_external_user(username):
    try:
        response = requests.get(
            f'https://external-api.com/users/{{username}}',
            timeout=5,
            verify=True
        )
        response.raise_for_status()
        
        user_data = user_schema.load(response.json())
        database.save_user_safe(user_data)
        return jsonify(user_data)
    except ValidationError as e:
        return jsonify({{""error"": ""Invalid data from external API""}}), 400
    except requests.RequestException as e:
        return jsonify({{""error"": ""External API error""}}), 502

if __name__ == '__main__':
    app.run()"
127,Server Side Request Forgery,URL Validation and Allowlist,Good,"from flask import Flask, request, jsonify
import requests
import ipaddress
from urllib.parse import urlparse
import socket
app = Flask(__name__)

def is_internal_ip(hostname):
    try:
        ip = socket.gethostbyname(hostname)
        ip_obj = ipaddress.ip_address(ip)
        return ip_obj.is_private or ip_obj.is_loopback or ip_obj.is_reserved
    except:
        return True

@app.route('/fetch', methods=['POST'])
def fetch_url():
    url = request.json.get('url')
    parsed = urlparse(url)
    
    if is_internal_ip(parsed.hostname):
        return jsonify({{""error"": ""Internal URLs not allowed""}}), 400
    
    response = requests.get(url, allow_redirects=False, timeout=5)
    return jsonify({{""content"": response.text}})

if __name__ == '__main__':
    app.run()"
128,Broken Authentication,Hardcoded Credentials,Error,"from flask import Flask, request, jsonify

app = Flask(__name__)

# Hardcoded credentials
USERNAME = 'admin'
PASSWORD = 'password123'

@app.route('/login', methods=['POST'])
def login():
    data = request.get_json()
    if data['username'] == USERNAME and data['password'] == PASSWORD:
        return jsonify({""message"": ""Login successful!""}), 200
    else:
        return jsonify({""message"": ""Invalid credentials""}), 401

if __name__ == '__main__':
    app.run(debug=True)"
129,Server Side Request Forgery,SSRF with Redirects,Good,"from flask import Flask, request, jsonify
import requests
from urllib.parse import urlparse

app = Flask(__name__)

# Define a list of allowed domains
ALLOWED_DOMAINS = {'example.com', 'anotherexample.com'}

def is_url_safe(url):
    try:
        parsed_url = urlparse(url)
        domain = parsed_url.netloc
        return domain in ALLOWED_DOMAINS
    except Exception:
        return False

@app.route('/redirect')
def redirect_fetch():
    url = request.args.get('url')
    if not url:
        return jsonify({'error': 'No URL provided'}), 400
    
    if not is_url_safe(url):
        return jsonify({'error': 'URL is not allowed'}), 400
    
    try:
        response = requests.get(url, allow_redirects=True, timeout=5)
        return jsonify({'content': response.text})
    except Exception as e:
        return jsonify({'error': str(e)}), 500

if __name__ == '__main__':
    app.run(debug=True)"
130,Broken Function Level Authorization,Predictable Admin URL,Error,"from flask import Flask, jsonify
app = Flask(__name__)

@app.route('/admin_panel', methods=['GET'])
def admin_panel():
    return jsonify(get_admin_data())

@app.route('/admin_panel/config', methods=['POST'])
def update_config():
    return jsonify(update_system_config())

if __name__ == '__main__':
    app.run()"
131,Broken Object Level Authorizatio,Missing Role-Based Access Control,Error,"from flask import Flask, request, jsonify

app = Flask(__name__)

# Mock user data
users = {
    1: {""name"": ""Alice"", ""email"": ""alice@example.com""},
    2: {""name"": ""Bob"", ""email"": ""bob@example.com""}
}

@app.route('/user/<int:user_id>', methods=['DELETE'])
def delete_user(user_id):
    if user_id in users:
        del users[user_id]
        return jsonify({""success"": ""User deleted successfully""})
    else:
        return jsonify({""error"": ""User not found""}), 404

if __name__ == '__main__':
    app.run(debug=True)"
132,Unrestricted Resource Consumption,Unrestricted Loop,Error,"from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/process', methods=['POST'])
def process():
    count = int(request.json.get('count', 0))
    result = []
    for i in range(count):
        result.append(expensive_operation(i))
    return jsonify(result)

if __name__ == '__main__':
    app.run()"
133,Unrestricted Resource Consumption,Unrestricted File Upload,Error,"from flask import Flask, request

app = Flask(__name__)

@app.route('/upload', methods=['POST'])
def upload_file():
    if 'file' not in request.files:
        return ""No file part""
    file = request.files['file']
    if file.filename == '':
        return ""No selected file""
    file.save(f""./uploads/{file.filename}"")
    return ""File uploaded successfully""

if __name__ == '__main__':
    app.run(debug=True)"
134,Unrestricted Access to Sensitive Business Flows,Protected Business Flow,Good,"from flask import Flask, request, jsonify
from functools import wraps
app = Flask(__name__)

def require_auth(f):
    @wraps(f)
    def decorated(*args, **kwargs):
        user = authenticate_request(request)
        if not user:
            return jsonify({{""error"": ""Unauthorized""}}), 401
        return f(*args, **kwargs)
    return decorated

def require_2fa(f):
    @wraps(f)
    def decorated(*args, **kwargs):
        otp = request.headers.get('X-OTP')
        if not verify_otp(get_current_user(), otp):
            return jsonify({{""error"": ""2FA required""}}), 403
        return f(*args, **kwargs)
    return decorated

@app.route('/transfer', methods=['POST'])
@require_auth
@require_2fa
def transfer_money():
    user = get_current_user()
    from_account = request.json['from']
    
    if not user_owns_account(user, from_account):
        return jsonify({{""error"": ""Forbidden""}}), 403
    
    amount = request.json['amount']
    if amount > get_daily_limit(user):
        return jsonify({{""error"": ""Exceeds daily limit""}}), 400
    
    execute_transfer(from_account, request.json['to'], amount)
    log_transaction(user, from_account, request.json['to'], amount)
    return jsonify({{""success"": True}})

if __name__ == '__main__':
    app.run()"
135,Broken Object Level Authorization,Lack of Ownership Verification,Error,"from flask import Flask, request, jsonify
app = Flask(__name__)

users = {1: {""name"": ""Alice"", ""email"": ""alice@example.com"", ""balance"": 5000},
              2: {""name"": ""Bob"", ""email"": ""bob@example.com"", ""balance"": 3000}}

@app.route('/user/<int:user_id>', methods=['GET'])
def get_record(user_id):
    record = users.get(user_id)
    if record:
        return jsonify(record)
    return jsonify({""error"": ""Not found""}), 404

if __name__ == '__main__':
    app.run(debug=True)"
136,Unrestricted Resource Consumption,Proper Resource Limits,Good,"from flask import Flask, request, jsonify
app = Flask(__name__)

MAX_LIMIT = 100
DEFAULT_LIMIT = 20

@app.route('/items', methods=['GET'])
def get_items():
    page = max(1, int(request.args.get('page', 1)))
    limit = min(MAX_LIMIT, int(request.args.get('limit', DEFAULT_LIMIT)))
    offset = (page - 1) * limit
    
    items = database.query(f""SELECT * FROM items LIMIT {{limit}} OFFSET {{offset}}"")
    total = database.count(""items"")
    
    return jsonify({{
        ""items"": items,
        ""page"": page,
        ""limit"": limit,
        ""total"": total
    }})

if __name__ == '__main__':
    app.run()"
137,Unrestricted Resource Consumption,Proper Resource Limits,Good,"from flask import Flask, request, jsonify
import os
app = Flask(__name__)

ALLOWED_EXTENSIONS = {{'png', 'jpg', 'jpeg', 'gif'}}
MAX_FILE_SIZE = 5 * 1024 * 1024  # 5MB

def allowed_file(filename):
    return '.' in filename and filename.rsplit('.', 1)[1].lower() in ALLOWED_EXTENSIONS

@app.route('/upload', methods=['POST'])
def upload():
    file = request.files.get('file')
    if not file:
        return jsonify({{""error"": ""No file""}}), 400
    
    if not allowed_file(file.filename):
        return jsonify({{""error"": ""Invalid file type""}}), 400
    
    file.seek(0, os.SEEK_END)
    if file.tell() > MAX_FILE_SIZE:
        return jsonify({{""error"": ""File too large""}}), 400
    file.seek(0)
    
    secure_filename = werkzeug.utils.secure_filename(file.filename)
    file.save(os.path.join('/uploads', secure_filename))
    return jsonify({{""success"": True}})

if __name__ == '__main__':
    app.run()"
138,Improper Inventory Management,Proper API Versioning,Good,"from flask import Flask, jsonify, request
from functools import wraps
import os
app = Flask(__name__)

ACTIVE_VERSIONS = ['v2', 'v3']

def version_check(f):
    @wraps(f)
    def decorated(*args, **kwargs):
        version = request.path.split('/')[2] if len(request.path.split('/')) > 2 else None
        if version not in ACTIVE_VERSIONS:
            return jsonify({{""error"": ""API version deprecated or not found""}}), 404
        return f(*args, **kwargs)
    return decorated

@app.route('/api/v2/users')
@version_check
def get_users():
    return jsonify(database.get_users())

@app.route('/api/v3/users')
@version_check  
def get_users_v3():
    return jsonify(database.get_users_paginated())

if __name__ == '__main__':
    app.run()"
139,Server Side Request Forgery,SSRF in Image Processing,Error,"from flask import Flask, request, jsonify
import requests
from PIL import Image
from io import BytesIO
app = Flask(__name__)

@app.route('/process-image', methods=['POST'])
def process_image():
    image_url = request.json.get('image_url')
    response = requests.get(image_url)
    img = Image.open(BytesIO(response.content))
    return jsonify({{""size"": img.size}})

if __name__ == '__main__':
    app.run()"
140,Broken Object Level Authorization,Lack of Ownership Verification,Error,"from flask import Flask, jsonify
app = Flask(__name__)

database = [
    {""id"": 1, ""user_id"": 1, ""data"": ""User 1 private""},
    {""id"": 2, ""user_id"": 2, ""data"": ""User 2 private""}
]

@app.route('/profile', methods=['GET'])
def list_profiles():
    return jsonify(database)

if __name__ == '__main__':
    app.run()"
141,Unsafe Consumption of APIs,Validated External API Usage,Good,"from flask import Flask, jsonify
import requests
import os
app = Flask(__name__)

EXTERNAL_API_KEY = os.environ.get('EXTERNAL_API_KEY')
TRUSTED_HOSTS = ['api.trusted-partner.com']

@app.route('/external-data')
def get_external():
    try:
        response = requests.get(
            'https://api.trusted-partner.com/data',
            headers={{'Authorization': f'Bearer {{EXTERNAL_API_KEY}}'}},
            timeout=10,
            verify=True
        )
        response.raise_for_status()
        
        data = response.json()
        validated_data = validate_and_sanitize(data)
        return jsonify(validated_data)
    except Exception as e:
        logging.error(f""External API error: {{e}}"")
        return jsonify({{""error"": ""Service unavailable""}}), 503

if __name__ == '__main__':
    app.run()"
142,Broken Object Level Authorization,Direct Object Reference Without Auth,Error,"from flask import Flask, request, jsonify
app = Flask(__name__)

database = {1: {""owner"": 1, ""content"": ""Private data""},
              2: {""owner"": 2, ""content"": ""Secret info""}}

@app.route('/api/user/<int:id>', methods=['PUT'])
def update_account(id):
    if id in database:
        database[id].update(request.json)
        return jsonify({""success"": ""Updated""})
    return jsonify({""error"": ""Not found""}), 404

if __name__ == '__main__':
    app.run(debug=True)"
143,Broken Object Property Level Authorization,Insecure Direct Object Reference (IDOR),Error,"from flask import Flask, request, jsonify
app = Flask(__name__)

# Dummy data (normally would come from a database)
users = [
    {'id': 1, 'username': 'alice', 'role': 'admin'},
    {'id': 2, 'username': 'bob', 'role': 'user'}
]

@app.route('/api/users/<int:user_id>', methods=['GET'])
def get_user(user_id):
    # Assume user_id comes from the request
    user = next((user for user in users if user['id'] == user_id), None)

    if not user:
        return jsonify({'error': 'User not found'}), 404

    # Incorrect authorization check: checking for admin role only
    if request.args.get('role') != 'admin':
        return jsonify({'error': 'Unauthorized access'}), 403

    return jsonify({'username': user['username']}), 200

if __name__ == '__main__':
    app.run(debug=True)"
144,Improper Inventory Management,Proper API Versioning,Good,"from flask import Flask, jsonify, request
from functools import wraps
import os
app = Flask(__name__)

ACTIVE_VERSIONS = ['v2', 'v3']

def version_check(f):
    @wraps(f)
    def decorated(*args, **kwargs):
        version = request.path.split('/')[2] if len(request.path.split('/')) > 2 else None
        if version not in ACTIVE_VERSIONS:
            return jsonify({{""error"": ""API version deprecated or not found""}}), 404
        return f(*args, **kwargs)
    return decorated

@app.route('/api/v2/users')
@version_check
def get_users():
    return jsonify(database.get_users())

@app.route('/api/v3/users')
@version_check  
def get_users_v3():
    return jsonify(database.get_users_paginated())

if __name__ == '__main__':
    app.run()"
145,Security Misconfiguration,Insecure HTTP Headers,Error,"from flask import Flask

app = Flask(__name__)

@app.route('/')
def home():
    response = app.make_response(""Welcome to the home page!"")
    # Missing security headers
    # response.headers['X-Frame-Options'] = 'DENY'
    # response.headers['X-Content-Type-Options'] = 'nosniff'
    # response.headers['Content-Security-Policy'] = ""default-src 'self'""
    return response

if __name__ == '__main__':
    app.run(host='0.0.0.0', port=5000)"
146,Unrestricted Resource Consumption,Unrestricted Loop,Error,"from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/process', methods=['POST'])
def process():
    count = int(request.json.get('count', 0))
    result = []
    for i in range(count):
        result.append(expensive_operation(i))
    return jsonify(result)

if __name__ == '__main__':
    app.run()"
147,Unrestricted Access to Sensitive Business Flows,Administrative Operations Accessible to Regular Users,Good,"from flask import Flask, request, jsonify, abort

app = Flask(__name__)

# Simulated admin token
ADMIN_TOKEN = 'secret_admin_token'

def check_admin_privileges():
    token = request.headers.get('Authorization')
    if token != ADMIN_TOKEN:
        abort(403, description=""Access denied: Admin privileges required"")

@app.route('/delete-user', methods=['POST'])
def delete_user():
    check_admin_privileges()  # Check if the user has admin privileges

    user_id = request.json.get('user_id')
    if not user_id:
        return jsonify({'status': 'error', 'message': 'User ID is required'}), 400

    # Simulate deleting a user
    return jsonify({
        'status': 'success',
        'message': f'User with ID {user_id} deleted'
    }), 200

if __name__ == '__main__':
    app.run(debug=True)"
148,Security Misconfiguration,Verbose Error Messages,Error,"from flask import Flask, jsonify
app = Flask(__name__)

@app.route('/user/<int:id>')
def get_user(id):
    try:
        user = database.get_user(id)
        return jsonify(user)
    except Exception as e:
        return jsonify({{""error"": str(e), ""traceback"": traceback.format_exc()}}), 500

if __name__ == '__main__':
    app.run()"
149,Server Side Request Forgery,Basic SSRF,Error,"from flask import Flask, request, jsonify
import requests
app = Flask(__name__)

@app.route('/fetch', methods=['POST'])
def fetch_url():
    url = request.json.get('url')
    response = requests.get(url)
    return jsonify({{""content"": response.text}})

if __name__ == '__main__':
    app.run()"
150,Broken Object Level Authorization,Proper Authorization Check,Good,"from flask import Flask, request, jsonify
from functools import wraps
app = Flask(__name__)

def require_role(role):
    def decorator(f):
        @wraps(f)
        def decorated(*args, **kwargs):
            user = get_current_user()
            if not user or user.get('role') != role:
                return jsonify({{""error"": ""Forbidden""}}), 403
            return f(*args, **kwargs)
        return decorated
    return decorator

@app.route('/admin/users', methods=['GET'])
@require_role('admin')
def list_all_users():
    return jsonify(users)

if __name__ == '__main__':
    app.run()"
151,Security Misconfiguration,Using Default Secret Key,Good,"from flask import Flask, session
import secrets

app = Flask(__name__)
app.secret_key = secrets.token_hex(16)  # Generate a strong, random secret key

@app.route('/')
def home():
    session['user'] = 'admin'
    return ""Welcome to the home page!""

if __name__ == '__main__':
    app.run(host='0.0.0.0', port=5000)"
152,Security Misconfiguration,Secure Configuration,Good,"from flask import Flask
import os
app = Flask(__name__)

app.config['SECRET_KEY'] = os.environ.get('SECRET_KEY')
app.config['DEBUG'] = False
app.config['TESTING'] = False

@app.after_request
def add_security_headers(response):
    response.headers['X-Content-Type-Options'] = 'nosniff'
    response.headers['X-Frame-Options'] = 'DENY'
    response.headers['X-XSS-Protection'] = '1; mode=block'
    response.headers['Strict-Transport-Security'] = 'max-age=31536000; includeSubDomains'
    response.headers['Content-Security-Policy'] = ""default-src 'self'""
    return response

@app.route('/')
def home():
    return ""Hello World""

if __name__ == '__main__':
    app.run(host='127.0.0.1')"
