S.No,Primary Vulnerability,Exploit,Result,Code
227,Server Side Request Forgery,URL Validation and Allowlist,Good,"from flask import Flask, request, jsonify
import requests
from urllib.parse import urlparse
app = Flask(__name__)

ALLOWED_HOSTS = ['api.trusted.com', 'cdn.example.com']

def is_safe_url(url):
    try:
        parsed = urlparse(url)
        if parsed.scheme not in ['http', 'https']:
            return False
        if parsed.hostname not in ALLOWED_HOSTS:
            return False
        if parsed.port and parsed.port not in [80, 443]:
            return False
        return True
    except:
        return False

@app.route('/fetch', methods=['POST'])
def fetch_url():
    url = request.json.get('url')
    
    if not is_safe_url(url):
        return jsonify({{""error"": ""URL not allowed""}}), 400
    
    response = requests.get(url, allow_redirects=False, timeout=5)
    return jsonify({{""content"": response.text}})

if __name__ == '__main__':
    app.run()"
228,Security Misconfiguration,Cross-Site Scripting (XSS),Error,"from fastapi import FastAPI
from fastapi.responses import HTMLResponse
app = FastAPI()

@app.get(""/comment"", response_class=HTMLResponse)
def show_comment(text: str):
    return f""<div class='comment'>{{text}}</div>"""
229,Security Misconfiguration,Verbose Error Messages,Error,"from flask import Flask, jsonify
app = Flask(__name__)

@app.route('/user/<int:id>')
def get_user(id):
    try:
        user = database.get_user(id)
        return jsonify(user)
    except Exception as e:
        return jsonify({{""error"": str(e), ""traceback"": traceback.format_exc()}}), 500

if __name__ == '__main__':
    app.run()"
230,Server Side Request Forgery,URL Validation and Allowlist,Good,"from flask import Flask, request, jsonify
import requests
from urllib.parse import urlparse
app = Flask(__name__)

ALLOWED_HOSTS = ['api.trusted.com', 'cdn.example.com']

def is_safe_url(url):
    try:
        parsed = urlparse(url)
        if parsed.scheme not in ['http', 'https']:
            return False
        if parsed.hostname not in ALLOWED_HOSTS:
            return False
        if parsed.port and parsed.port not in [80, 443]:
            return False
        return True
    except:
        return False

@app.route('/fetch', methods=['POST'])
def fetch_url():
    url = request.json.get('url')
    
    if not is_safe_url(url):
        return jsonify({{""error"": ""URL not allowed""}}), 400
    
    response = requests.get(url, allow_redirects=False, timeout=5)
    return jsonify({{""content"": response.text}})

if __name__ == '__main__':
    app.run()"
231,Server Side Request Forgery,URL Validation and Allowlist,Good,"from flask import Flask, request, jsonify
import requests
import ipaddress
from urllib.parse import urlparse
import socket
app = Flask(__name__)

def is_internal_ip(hostname):
    try:
        ip = socket.gethostbyname(hostname)
        ip_obj = ipaddress.ip_address(ip)
        return ip_obj.is_private or ip_obj.is_loopback or ip_obj.is_reserved
    except:
        return True

@app.route('/fetch', methods=['POST'])
def fetch_url():
    url = request.json.get('url')
    parsed = urlparse(url)
    
    if is_internal_ip(parsed.hostname):
        return jsonify({{""error"": ""Internal URLs not allowed""}}), 400
    
    response = requests.get(url, allow_redirects=False, timeout=5)
    return jsonify({{""content"": response.text}})

if __name__ == '__main__':
    app.run()"
232,Unsafe Consumption of APIs,Safe Command Execution,Good,"from flask import Flask, request, abort
import subprocess
import re
app = Flask(__name__)

@app.route('/ping')
def ping():
    host = request.args.get('host')
    if not re.match(r'^[a-zA-Z0-9.-]+$', host):
        abort(400, ""Invalid hostname"")
    result = subprocess.run(['ping', '-c', '1', host], capture_output=True, text=True)
    return result.stdout"
233,Server Side Request Forgery,SSRF with POST Requests,Good,"from flask import Flask, request, jsonify
import requests
from urllib.parse import urlparse

app = Flask(__name__)

# Define a whitelist of allowed domains
ALLOWED_DOMAINS = ['example.com', 'api.example.com']

def is_url_allowed(url):
    parsed_url = urlparse(url)
    if parsed_url.scheme not in ['http', 'https']:
        return False
    if parsed_url.hostname not in ALLOWED_DOMAINS:
        return False
    return True

@app.route('/post', methods=['POST'])
def post_fetch():
    url = request.json.get('url')
    data = request.json.get('data', {})
    
    if not url:
        return jsonify({'error': 'No URL provided'}), 400
    
    if not is_url_allowed(url):
        return jsonify({'error': 'URL is not allowed'}), 403

    try:
        response = requests.post(url, data=data, allow_redirects=False)
        return jsonify({'content': response.text})
    except Exception as e:
        return jsonify({'error': str(e)}), 500

if __name__ == '__main__':
    app.run(debug=True)"
234,Unsafe Consumption of APIs,Parameterized Query,Good,"from fastapi import FastAPI, Query
import sqlite3
app = FastAPI()

@app.get(""/users"")
def get_users(name: str = Query(...)):
    conn = sqlite3.connect(""data.db"")
    cursor = conn.cursor()
    cursor.execute(""SELECT * FROM users WHERE name LIKE ?"", (f'%{{name}}%',))
    return {{""users"": cursor.fetchall()}}"
235,Unrestricted Resource Consumption,Unrestricted File Upload,Good,"from flask import Flask, request, abort

app = Flask(__name__)

# Set maximum upload size to 16MB (16 * 1024 * 1024 bytes)
app.config['MAX_CONTENT_LENGTH'] = 16 * 1024 * 1024

@app.route('/upload', methods=['POST'])
def upload_file():
    if 'file' not in request.files:
        return ""No file part"", 400
    file = request.files['file']
    if file.filename == '':
        return ""No selected file"", 400
    file.save(f""./uploads/{file.filename}"")
    return ""File uploaded successfully"", 200

@app.errorhandler(413)
def request_entity_too_large(error):
    return ""File is too large"", 413

if __name__ == '__main__':
    app.run(debug=True)"
236,Broken Object Level Authorization,Path Traversal,Error,"from django.http import HttpResponse
import os

def serve_file(request, filename):
    base_dir = '/var/www/files/'
    filepath = base_dir + filename
    with open(filepath, 'rb') as f:
        return HttpResponse(f.read())"
237,Broken Function Level Authorization,Predictable Admin URL,Error,"from flask import Flask, jsonify
app = Flask(__name__)

@app.route('/admin_panel', methods=['GET'])
def admin_panel():
    return jsonify(get_admin_data())

@app.route('/admin_panel/config', methods=['POST'])
def update_config():
    return jsonify(update_system_config())

if __name__ == '__main__':
    app.run()"
238,Improper Inventory Management,Proper API Versioning,Good,"from flask import Flask, jsonify, request
from functools import wraps
import os
app = Flask(__name__)

ACTIVE_VERSIONS = ['v2', 'v3']

def version_check(f):
    @wraps(f)
    def decorated(*args, **kwargs):
        version = request.path.split('/')[2] if len(request.path.split('/')) > 2 else None
        if version not in ACTIVE_VERSIONS:
            return jsonify({{""error"": ""API version deprecated or not found""}}), 404
        return f(*args, **kwargs)
    return decorated

@app.route('/api/v2/users')
@version_check
def get_users():
    return jsonify(database.get_users())

@app.route('/api/v3/users')
@version_check  
def get_users_v3():
    return jsonify(database.get_users_paginated())

if __name__ == '__main__':
    app.run()"
239,Broken Object Level Authorization,Safe Path Handling,Good,"from flask import Flask, request, abort
from werkzeug.utils import secure_filename
import os
app = Flask(__name__)

ALLOWED_DIR = '/safe/files'

@app.route('/read')
def read_file():
    filename = secure_filename(request.args.get('path', ''))
    if not filename:
        abort(400)
    safe_path = os.path.join(ALLOWED_DIR, filename)
    if os.path.exists(safe_path):
        with open(safe_path, 'r') as f:
            return f.read()
    abort(404)"
240,Unsafe Consumption of APIs,Safe Command Execution,Good,"from flask import Flask, request, abort
import subprocess
import re
app = Flask(__name__)

@app.route('/ping')
def ping():
    host = request.args.get('host')
    if not re.match(r'^[a-zA-Z0-9.-]+$', host):
        abort(400, ""Invalid hostname"")
    result = subprocess.run(['ping', '-c', '1', host], capture_output=True, text=True)
    return result.stdout"
241,Broken Authentication,Secure JWT Implementation,Good,"import jwt
import os
from cryptography.hazmat.primitives import serialization
from flask import Flask, request, jsonify
app = Flask(__name__)

with open('private.pem', 'rb') as f:
    PRIVATE_KEY = f.read()
with open('public.pem', 'rb') as f:
    PUBLIC_KEY = f.read()

@app.route('/verify')
def verify():
    token = request.headers.get('Authorization', '').replace('Bearer ', '')
    try:
        data = jwt.decode(token, PUBLIC_KEY, algorithms=[""RS256""])
        return jsonify(data)
    except jwt.InvalidTokenError:
        return jsonify({{""error"": ""Invalid token""}}), 401"
242,Broken Object Level Authorization,Proper Authorization Check,Good,"from flask import Flask, request, jsonify
app = Flask(__name__)

records = {{1: {{""owner_id"": 1, ""data"": ""Private""}},
           2: {{""owner_id"": 2, ""data"": ""Secret""}}}}

def get_current_user():
    token = request.headers.get('Authorization')
    return verify_token(token)

@app.route('/record/<int:record_id>', methods=['PUT'])
def update_record(record_id):
    current_user = get_current_user()
    if not current_user:
        return jsonify({{""error"": ""Unauthorized""}}), 401
    
    record = records.get(record_id)
    if not record:
        return jsonify({{""error"": ""Not found""}}), 404
    
    if record['owner_id'] != current_user['id']:
        return jsonify({{""error"": ""Forbidden""}}), 403
    
    records[record_id].update(request.json)
    return jsonify({{""success"": ""Updated""}})

if __name__ == '__main__':
    app.run()"
243,Security Misconfiguration,Cross-Site Scripting (XSS),Error,"from fastapi import FastAPI
from fastapi.responses import HTMLResponse
app = FastAPI()

@app.get(""/comment"", response_class=HTMLResponse)
def show_comment(text: str):
    return f""<div class='comment'>{{text}}</div>"""
244,Broken Object Level Authorization,Proper Authorization Check,Good,"from flask import Flask, request, jsonify
app = Flask(__name__)

users = {{1: {{""name"": ""Alice"", ""email"": ""alice@example.com""}},
         2: {{""name"": ""Bob"", ""email"": ""bob@example.com""}}}}
api_keys = {{""key_alice"": 1, ""key_bob"": 2}}

def get_user_from_token(token):
    return api_keys.get(token)

@app.route('/user/<int:user_id>', methods=['GET'])
def get_user(user_id):
    token = request.headers.get('Authorization')
    if not token:
        return jsonify({{""error"": ""Missing authorization""}}), 401
    
    requesting_user = get_user_from_token(token)
    if requesting_user != user_id:
        return jsonify({{""error"": ""Unauthorized""}}), 403
    
    user = users.get(user_id)
    if user:
        return jsonify(user)
    return jsonify({{""error"": ""Not found""}}), 404

if __name__ == '__main__':
    app.run()"
245,Unrestricted Access to Sensitive Business Flows,Unrestricted Data Export,Error,"from flask import Flask, request, send_file
app = Flask(__name__)

@app.route('/export', methods=['GET'])
def export_data():
    format = request.args.get('format', 'csv')
    data = database.export_all_data()
    return send_file(create_export(data, format))

if __name__ == '__main__':
    app.run()"
246,Broken Function Level Authorization,Missing Role Check in URL Routing,Error,"from flask import Flask, request, jsonify, session

app = Flask(__name__)
app.secret_key = 'supersecretkey'

# Simulating a user database
users = {
    'user1': {'username': 'user1', 'password': 'password1', 'role': 'user'},
    'admin': {'username': 'admin', 'password': 'adminpass', 'role': 'admin'}
}

# Simulated login route
@app.route('/login', methods=['POST'])
def login():
    username = request.json.get('username')
    password = request.json.get('password')
    user = users.get(username)
    if user and user['password'] == password:
        session['username'] = username
        session['role'] = user['role']
        return jsonify({'message': 'Logged in successfully!'})
    return jsonify({'message': 'Invalid credentials!'}), 401

# No role check on the endpoint
@app.route('/admin/update_user/<username>', methods=['POST'])
def update_user(username):
    if 'username' not in session:
        return jsonify({'message': 'Unauthorized!'}), 401

    new_data = request.json
    if username in users:
        users[username].update(new_data)
        return jsonify({'message': f'User {username} updated successfully!'})
    return jsonify({'message': 'User not found!'}), 404

if __name__ == '__main__':
    app.run(debug=True)"
247,Security Misconfiguration,Insecure HTTP Headers,Error,"from flask import Flask

app = Flask(__name__)

@app.route('/')
def home():
    response = app.make_response(""Welcome to the home page!"")
    # Missing security headers
    # response.headers['X-Frame-Options'] = 'DENY'
    # response.headers['X-Content-Type-Options'] = 'nosniff'
    # response.headers['Content-Security-Policy'] = ""default-src 'self'""
    return response

if __name__ == '__main__':
    app.run(host='0.0.0.0', port=5000)"
248,Unrestricted Resource Consumption,Proper Resource Limits,Good,"from flask import Flask, request, jsonify
app = Flask(__name__)

MAX_LIMIT = 100
DEFAULT_LIMIT = 20

@app.route('/items', methods=['GET'])
def get_items():
    page = max(1, int(request.args.get('page', 1)))
    limit = min(MAX_LIMIT, int(request.args.get('limit', DEFAULT_LIMIT)))
    offset = (page - 1) * limit
    
    items = database.query(f""SELECT * FROM items LIMIT {{limit}} OFFSET {{offset}}"")
    total = database.count(""items"")
    
    return jsonify({{
        ""items"": items,
        ""page"": page,
        ""limit"": limit,
        ""total"": total
    }})

if __name__ == '__main__':
    app.run()"
249,Broken Object Level Authorization,Proper Authorization Check,Good,"from flask import Flask, request, jsonify
app = Flask(__name__)

users = {{1: {{""name"": ""Alice"", ""email"": ""alice@example.com""}},
         2: {{""name"": ""Bob"", ""email"": ""bob@example.com""}}}}
api_keys = {{""key_alice"": 1, ""key_bob"": 2}}

def get_user_from_token(token):
    return api_keys.get(token)

@app.route('/user/<int:user_id>', methods=['GET'])
def get_user(user_id):
    token = request.headers.get('Authorization')
    if not token:
        return jsonify({{""error"": ""Missing authorization""}}), 401
    
    requesting_user = get_user_from_token(token)
    if requesting_user != user_id:
        return jsonify({{""error"": ""Unauthorized""}}), 403
    
    user = users.get(user_id)
    if user:
        return jsonify(user)
    return jsonify({{""error"": ""Not found""}}), 404

if __name__ == '__main__':
    app.run()"
250,Unrestricted Access to Sensitive Business Flows,Sensitive Data Export Function Accessible Without Authorization,Good,"from flask import Flask, send_file, request, Response
import csv
import functools

app = Flask(__name__)

# Dictionary to store username and password
users = {
    'admin': 'password123'
}

def check_auth(username, password):
    """"""Check if a username/password combination is valid.""""""
    return username in users and users[username] == password

def authenticate():
    """"""Send a 401 response to enable basic auth""""""
    return Response(
        'Could not verify your access level for that URL.\n'
        'You have to login with proper credentials', 401,
        {'WWW-Authenticate': 'Basic realm=""Login Required""'})

def requires_auth(f):
    """"""Decorator to prompt for basic auth""""""
    @functools.wraps(f)
    def decorated(*args, **kwargs):
        auth = request.authorization
        if not auth or not check_auth(auth.username, auth.password):
            return authenticate()
        return f(*args, **kwargs)
    return decorated

@app.route('/export-data', methods=['GET'])
@requires_auth
def export_data():
    # Simulate creating a CSV file with sensitive data
    with open('sensitive_data.csv', mode='w', newline='') as file:
        writer = csv.writer(file)
        writer.writerow(['ID', 'Name', 'Sensitive Info'])
        writer.writerow([1, 'John Doe', 'Secret1'])
        writer.writerow([2, 'Jane Smith', 'Secret2'])

    return send_file('sensitive_data.csv', as_attachment=True)

if __name__ == '__main__':
    app.run(debug=True)"
251,Unrestricted Access to Sensitive Business Flows,Protected Business Flow,Good,"from flask import Flask, request, jsonify
from functools import wraps
app = Flask(__name__)

def require_auth(f):
    @wraps(f)
    def decorated(*args, **kwargs):
        user = authenticate_request(request)
        if not user:
            return jsonify({{""error"": ""Unauthorized""}}), 401
        return f(*args, **kwargs)
    return decorated

def require_2fa(f):
    @wraps(f)
    def decorated(*args, **kwargs):
        otp = request.headers.get('X-OTP')
        if not verify_otp(get_current_user(), otp):
            return jsonify({{""error"": ""2FA required""}}), 403
        return f(*args, **kwargs)
    return decorated

@app.route('/transfer', methods=['POST'])
@require_auth
@require_2fa
def transfer_money():
    user = get_current_user()
    from_account = request.json['from']
    
    if not user_owns_account(user, from_account):
        return jsonify({{""error"": ""Forbidden""}}), 403
    
    amount = request.json['amount']
    if amount > get_daily_limit(user):
        return jsonify({{""error"": ""Exceeds daily limit""}}), 400
    
    execute_transfer(from_account, request.json['to'], amount)
    log_transaction(user, from_account, request.json['to'], amount)
    return jsonify({{""success"": True}})

if __name__ == '__main__':
    app.run()"
252,Broken Object Level Authorization,Direct Object Reference Without Auth,Error,"from flask import Flask, request, jsonify
app = Flask(__name__)

database = {}

@app.route('/profile/<int:user_id>', methods=['DELETE'])
def delete_profile(user_id):
    if user_id in database:
        del database[user_id]
        return jsonify({""success"": ""Deleted""})
    return jsonify({""error"": ""Not found""}), 404

if __name__ == '__main__':
    app.run()"
253,Unsafe Consumption of APIs,SQL Injection,Error,"from django.http import JsonResponse
import psycopg2

def get_user(request):
    user_id = request.GET.get('id')
    conn = psycopg2.connect(""dbname=app user=admin"")
    cursor = conn.cursor()
    cursor.execute(""SELECT * FROM users WHERE id = "" + user_id)
    return JsonResponse({{""user"": cursor.fetchone()}})"
254,Unsafe Consumption of APIs,SQL Injection,Error,"from flask import Flask, request
import pymysql
app = Flask(__name__)

@app.route('/delete/<table>')
def delete_record(table):
    id = request.args.get('id')
    conn = pymysql.connect(host='localhost', user='root', password='', db='app')
    cursor = conn.cursor()
    cursor.execute(f""DELETE FROM {{table}} WHERE id = {{id}}"")
    conn.commit()
    return ""Deleted"""
255,Security Misconfiguration,Cross-Site Scripting (XSS),Error,"from django.http import HttpResponse

def search_results(request):
    query = request.GET.get('q', '')
    return HttpResponse(f""<html><body>Results for: {{query}}</body></html>"")"
256,Security Misconfiguration,Secure CORS Configuration,Good,"from flask import Flask, jsonify
from flask_cors import CORS
app = Flask(__name__)
CORS(app, origins=[""https://trusted-domain.com""], supports_credentials=True)

@app.route('/api/data')
def get_data():
    return jsonify({{""data"": ""information""}})"
257,Security Misconfiguration,Secure CORS Configuration,Good,"from flask import Flask, jsonify
from flask_cors import CORS
app = Flask(__name__)
CORS(app, origins=[""https://trusted-domain.com""], supports_credentials=True)

@app.route('/api/data')
def get_data():
    return jsonify({{""data"": ""information""}})"
258,Security Misconfiguration,Cross-Site Scripting (XSS),Error,"from flask import Flask, request, render_template_string
app = Flask(__name__)

@app.route('/profile')
def profile():
    bio = request.args.get('bio', '')
    template = f""<div class='bio'>{{bio}}</div>""
    return render_template_string(template)"
259,Unsafe Consumption of APIs,Command Injection,Error,"from flask import Flask, request
import os
app = Flask(__name__)

@app.route('/lookup')
def lookup():
    domain = request.args.get('domain')
    return os.system(f'nslookup {{domain}}')"
260,Unsafe Consumption of APIs,Parameterized Query,Good,"from django.http import JsonResponse
import psycopg2

def get_user(request):
    user_id = request.GET.get('id')
    conn = psycopg2.connect(""dbname=app user=admin"")
    cursor = conn.cursor()
    cursor.execute(""SELECT * FROM users WHERE id = %s"", (user_id,))
    return JsonResponse({{""user"": cursor.fetchone()}})"
261,Unsafe Consumption of APIs,Validated External API Usage,Good,"from flask import Flask, jsonify
import requests
from marshmallow import Schema, fields, ValidationError
app = Flask(__name__)

class UserSchema(Schema):
    username = fields.Str(required=True, validate=lambda x: len(x) <= 50)
    email = fields.Email(required=True)
    
user_schema = UserSchema()

@app.route('/user-info/<username>')
def get_external_user(username):
    try:
        response = requests.get(
            f'https://external-api.com/users/{{username}}',
            timeout=5,
            verify=True
        )
        response.raise_for_status()
        
        user_data = user_schema.load(response.json())
        database.save_user_safe(user_data)
        return jsonify(user_data)
    except ValidationError as e:
        return jsonify({{""error"": ""Invalid data from external API""}}), 400
    except requests.RequestException as e:
        return jsonify({{""error"": ""External API error""}}), 502

if __name__ == '__main__':
    app.run()"
262,Unsafe Consumption of APIs,Command Injection,Error,"from flask import Flask, request
import os
app = Flask(__name__)

@app.route('/ping')
def ping():
    host = request.args.get('host')
    output = os.popen(f'ping -c 1 {{host}}').read()
    return output"
263,Broken Object Level Authorization,Proper Authorization Check,Good,"from flask import Flask, request, jsonify
app = Flask(__name__)

users = {{1: {{""name"": ""Alice"", ""email"": ""alice@example.com""}},
         2: {{""name"": ""Bob"", ""email"": ""bob@example.com""}}}}
api_keys = {{""key_alice"": 1, ""key_bob"": 2}}

def get_user_from_token(token):
    return api_keys.get(token)

@app.route('/user/<int:user_id>', methods=['GET'])
def get_user(user_id):
    token = request.headers.get('Authorization')
    if not token:
        return jsonify({{""error"": ""Missing authorization""}}), 401
    
    requesting_user = get_user_from_token(token)
    if requesting_user != user_id:
        return jsonify({{""error"": ""Unauthorized""}}), 403
    
    user = users.get(user_id)
    if user:
        return jsonify(user)
    return jsonify({{""error"": ""Not found""}}), 404

if __name__ == '__main__':
    app.run()"
264,Unsafe Consumption of APIs,Insecure Deserialization,Error,"from flask import Flask, request
import yaml
app = Flask(__name__)

@app.route('/config', methods=['POST'])
def config():
    content = request.data.decode('utf-8')
    config = yaml.load(content)
    return str(config)"
265,Broken Authentication,Secure Authentication Implementation,Good,"from flask import Flask, request, jsonify
from flask_limiter import Limiter
from flask_limiter.util import get_remote_address
import os

app = Flask(__name__)
app.secret_key = os.environ.get('SECRET_KEY')
limiter = Limiter(app, key_func=get_remote_address)

@app.route('/login', methods=['POST'])
@limiter.limit(""5 per minute"")
def login():
    username = request.json.get('username')
    password = request.json.get('password')
    
    user = authenticate_user(username, password)
    if user:
        return jsonify({{""token"": create_jwt_token(user)}})
    return jsonify({{""error"": ""Invalid credentials""}}), 401

if __name__ == '__main__':
    app.run()"
266,Broken Function Level Authorization,Predictable Admin URL,Error,"from flask import Flask, jsonify
app = Flask(__name__)

@app.route('/admin_panel', methods=['GET'])
def admin_panel():
    return jsonify(get_admin_data())

@app.route('/admin_panel/config', methods=['POST'])
def update_config():
    return jsonify(update_system_config())

if __name__ == '__main__':
    app.run()"
267,Unsafe Consumption of APIs,Insecure Deserialization,Error,"from flask import Flask, request
import yaml
app = Flask(__name__)

@app.route('/config', methods=['POST'])
def config():
    content = request.data.decode('utf-8')
    config = yaml.load(content)
    return str(config)"
268,Unsafe Consumption of APIs,Safe Command Execution,Good,"from flask import Flask, request, abort
import subprocess
from werkzeug.utils import secure_filename
app = Flask(__name__)

ALLOWED_EXT = ['jpg', 'png', 'gif']

@app.route('/convert')
def convert():
    filename = request.args.get('file')
    safe_name = secure_filename(filename)
    if not any(safe_name.endswith(ext) for ext in ALLOWED_EXT):
        abort(400)
    subprocess.run(['convert', safe_name, 'output.png'], check=True)
    return ""Converted"""
269,Unsafe Consumption of APIs,Insecure Deserialization,Error,"from flask import Flask, request
import pickle
app = Flask(__name__)

@app.route('/load', methods=['POST'])
def load():
    data = request.data
    obj = pickle.loads(data)
    return str(obj)"
270,Broken Object Level Authorization,Safe Path Handling,Good,"from flask import Flask, request, abort
from werkzeug.utils import secure_filename
import os
app = Flask(__name__)

ALLOWED_DIR = '/safe/files'

@app.route('/read')
def read_file():
    filename = secure_filename(request.args.get('path', ''))
    if not filename:
        abort(400)
    safe_path = os.path.join(ALLOWED_DIR, filename)
    if os.path.exists(safe_path):
        with open(safe_path, 'r') as f:
            return f.read()
    abort(404)"
271,Unsafe Consumption of APIs,Parameterized Query,Good,"from flask import Flask, request
from sqlalchemy import create_engine, text
app = Flask(__name__)

engine = create_engine('sqlite:///data.db')

@app.route('/users/<int:user_id>')
def get_user(user_id):
    with engine.connect() as conn:
        result = conn.execute(text(""SELECT * FROM users WHERE id = :id""), {{""id"": user_id}})
        return {{""user"": dict(result.fetchone())}}"
272,Broken Object Level Authorization,Path Traversal,Error,"from flask import Flask, request, send_file
app = Flask(__name__)

@app.route('/download')
def download():
    filename = request.args.get('file')
    return send_file(f'/uploads/{{filename}}')"
273,Unsafe Consumption of APIs,Parameterized Query,Good,"from flask import Flask, request
from sqlalchemy import create_engine, text
app = Flask(__name__)

engine = create_engine('sqlite:///data.db')

@app.route('/users/<int:user_id>')
def get_user(user_id):
    with engine.connect() as conn:
        result = conn.execute(text(""SELECT * FROM users WHERE id = :id""), {{""id"": user_id}})
        return {{""user"": dict(result.fetchone())}}"
274,Unsafe Consumption of APIs,Safe Deserialization,Good,"from flask import Flask, request
import yaml
app = Flask(__name__)

@app.route('/config', methods=['POST'])
def config():
    content = request.data.decode('utf-8')
    config = yaml.safe_load(content)
    return str(config)"
275,Broken Authentication,Secure JWT Implementation,Good,"import jwt
import os
from flask import Flask, request, jsonify
from datetime import datetime, timedelta
app = Flask(__name__)

SECRET = os.environ.get('JWT_SECRET')

@app.route('/verify')
def verify():
    token = request.headers.get('Authorization', '').replace('Bearer ', '')
    try:
        data = jwt.decode(token, SECRET, algorithms=[""HS256""])
        return jsonify(data)
    except jwt.ExpiredSignatureError:
        return jsonify({{""error"": ""Token expired""}}), 401
    except jwt.InvalidTokenError:
        return jsonify({{""error"": ""Invalid token""}}), 401"
276,Broken Authentication,Hardcoded Credentials,Error,"from flask import Flask, request, jsonify
app = Flask(__name__)

USERNAME = ""admin""
PASSWORD = ""password123""

@app.route('/login', methods=['POST'])
def login():
    username = request.json.get('username')
    password = request.json.get('password')
    
    if username == USERNAME and password == PASSWORD:
        return jsonify({{""token"": ""admin_token_12345""}})
    return jsonify({{""error"": ""Invalid credentials""}}), 401

if __name__ == '__main__':
    app.run(debug=True)"
277,Security Misconfiguration,Secure Configuration,Good,"from flask import Flask, jsonify
import os
import logging
app = Flask(__name__)

app.config['SECRET_KEY'] = os.environ.get('SECRET_KEY')
logging.basicConfig(level=logging.ERROR)

@app.errorhandler(Exception)
def handle_error(e):
    logging.error(f""Error: {{e}}"")
    return jsonify({{""error"": ""An error occurred""}}), 500

@app.route('/user/<int:id>')
def get_user(id):
    user = database.get_user(id)
    return jsonify(user)

if __name__ == '__main__':
    app.run()"
278,Broken Object Level Authorization,Safe Path Handling,Good,"from flask import Flask, request, abort
from werkzeug.utils import secure_filename
import os
app = Flask(__name__)

ALLOWED_DIR = '/safe/files'

@app.route('/read')
def read_file():
    filename = secure_filename(request.args.get('path', ''))
    if not filename:
        abort(400)
    safe_path = os.path.join(ALLOWED_DIR, filename)
    if os.path.exists(safe_path):
        with open(safe_path, 'r') as f:
            return f.read()
    abort(404)"
279,Security Misconfiguration,Logging Sensitive Data,Error,"from flask import Flask, request
import logging
app = Flask(__name__)

@app.route('/payment', methods=['POST'])
def payment():
    card_number = request.json['card']
    cvv = request.json['cvv']
    logging.debug(f""Processing payment: {{card_number}}, CVV: {{cvv}}"")
    return process_payment(card_number, cvv)"
280,Broken Authentication,Weak JWT Algorithm,Error,"import jwt
from flask import Flask, request, jsonify
app = Flask(__name__)

SECRET = ""secret123""

@app.route('/verify')
def verify():
    token = request.headers.get('Authorization')
    try:
        data = jwt.decode(token, SECRET, algorithms=[""HS256"", ""none""])
        return jsonify(data)
    except:
        return jsonify({{""error"": ""Invalid token""}}), 401"
281,Security Misconfiguration,CORS Misconfiguration,Error,"from fastapi import FastAPI
from fastapi.middleware.cors import CORSMiddleware
app = FastAPI()

app.add_middleware(
    CORSMiddleware,
    allow_origins=[""*""],
    allow_credentials=True,
    allow_methods=[""*""],
    allow_headers=[""*""],
)

@app.get(""/api/data"")
def get_data():
    return {{""secret"": ""data""}}"
282,Broken Object Level Authorization,Path Traversal,Error,"from flask import Flask, request
import os
app = Flask(__name__)

@app.route('/read')
def read_file():
    path = request.args.get('path')
    with open(path, 'r') as f:
        return f.read()"
283,Broken Authentication,Token Exposure in URL,Error,"from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/api/data')
def get_data():
    token = request.args.get('token')
    if validate_token(token):
        return jsonify({{""data"": ""sensitive info""}})
    return jsonify({{""error"": ""Invalid token""}}), 401

if __name__ == '__main__':
    app.run()"
284,Broken Object Level Authorization,Path Traversal,Error,"from fastapi import FastAPI
from fastapi.responses import FileResponse
app = FastAPI()

@app.get(""/files/{{filename}}"")
def get_file(filename: str):
    return FileResponse(f""storage/{{filename}}"")"
285,Improper Inventory Management,Proper API Versioning,Good,"from flask import Flask, jsonify, request
from functools import wraps
import os
app = Flask(__name__)

ACTIVE_VERSIONS = ['v2', 'v3']

def version_check(f):
    @wraps(f)
    def decorated(*args, **kwargs):
        version = request.path.split('/')[2] if len(request.path.split('/')) > 2 else None
        if version not in ACTIVE_VERSIONS:
            return jsonify({{""error"": ""API version deprecated or not found""}}), 404
        return f(*args, **kwargs)
    return decorated

@app.route('/api/v2/users')
@version_check
def get_users():
    return jsonify(database.get_users())

@app.route('/api/v3/users')
@version_check  
def get_users_v3():
    return jsonify(database.get_users_paginated())

if __name__ == '__main__':
    app.run()"
286,Unrestricted Resource Consumption,Proper Resource Limits,Good,"from flask import Flask, request, jsonify
import os
app = Flask(__name__)

ALLOWED_EXTENSIONS = {{'png', 'jpg', 'jpeg', 'gif'}}
MAX_FILE_SIZE = 5 * 1024 * 1024  # 5MB

def allowed_file(filename):
    return '.' in filename and filename.rsplit('.', 1)[1].lower() in ALLOWED_EXTENSIONS

@app.route('/upload', methods=['POST'])
def upload():
    file = request.files.get('file')
    if not file:
        return jsonify({{""error"": ""No file""}}), 400
    
    if not allowed_file(file.filename):
        return jsonify({{""error"": ""Invalid file type""}}), 400
    
    file.seek(0, os.SEEK_END)
    if file.tell() > MAX_FILE_SIZE:
        return jsonify({{""error"": ""File too large""}}), 400
    file.seek(0)
    
    secure_filename = werkzeug.utils.secure_filename(file.filename)
    file.save(os.path.join('/uploads', secure_filename))
    return jsonify({{""success"": True}})

if __name__ == '__main__':
    app.run()"
