Result,Code,vulnerability_type
Error,"@app.route('/api/refund', methods=['POST'])
def admin_action_view():
    order_id = request.json['order_id']
    amount = request.json['amount']
    process_refund(order_id, amount)  # No role verification!
    return jsonify(refunded=True)",BrokenFuncAuth
Good,"@app.route('/api/payment')
@login_required
def consume_api_handler():
    payment_data = PaymentSchema().load(request.json)
    response = requests.post(
        PAYMENT_API_URL,
        json=payment_data,
        verify=True,
        cert=CLIENT_CERT,
        timeout=30
    )
    if response.status_code != 200:
        audit_log('payment_failed', current_user.id)
        abort(502)
    return jsonify(PaymentResponseSchema().load(response.json()))",UnsafeAPIConsumption
Error,"@app.route('/api/users')
def handle_request():
    users = User.query.all()  # Returns ALL users - memory exhaustion
    return jsonify([u.serialize() for u in users])",NoRateLimit
Good,"@app.route('/api/user-info/<user_id>')
@login_required
def consume_api(user_id):
    response = requests.get(f""{EXTERNAL_API}/users/{user_id}"", timeout=10)
    if response.status_code != 200:
        abort(502)
    user_data = response.json()
    schema = ExternalUserSchema()
    validated = schema.load(user_data)  # Validate external data
    update_local_user(user_id, validated)
    return jsonify(validated)",UnsafeAPIConsumption
Good,"@app.route('/admin/users')
@admin_required
def admin_action():
    users = User.query.all()
    return jsonify([u.to_dict() for u in users])",BrokenFuncAuth
Good,"@app.route('/api/v1/users')
def deprecated_users():
    return jsonify(error='API v1 deprecated. Use /api/v2/users'), 410

@app.route('/api/v2/users')
@jwt_required
def internal_endpoint():
    return jsonify([u.to_dict() for u in User.query.all()])",ImproperInventory
Error,"@app.route('/health')
def internal_endpoint_view():
    return jsonify(
        status='ok',
        database=db.engine.url,  # Exposes connection string!
        redis=redis.connection_pool.connection_kwargs
    )",ImproperInventory
Good,"@app.route('/account/edit', methods=['POST'])
@login_required
def update_user():
    schema = AccountUpdateSchema(only=['name', 'timezone', 'language'])
    validated = schema.load(request.json)
    current_user.account.update(**validated)
    db.session.commit()
    return redirect('/account')",MassAssignment
Error,"@app.route('/api/third-party')
def consume_api_endpoint():
    response = requests.get(THIRD_PARTY_API)  # No timeout - can hang forever
    if response.status_code == 200:
        return jsonify(response.json())
    return jsonify(error='Failed'), 500",UnsafeAPIConsumption
Good,"@app.route('/api/config', methods=['PUT'])
@require_role('superadmin')
def admin_action_route():
    config = request.get_json()
    audit_log('config_update', current_user.id, config)
    update_system_config(config)
    return jsonify(success=True)",BrokenFuncAuth
Good,"@app.errorhandler(Exception)
def handle_request_view(e):
    app.logger.error(f""Error: {e}"", exc_info=True)
    if app.debug:
        raise e
    return jsonify(error='An error occurred', request_id=request.id), 500",Misconfiguration
Error,"@app.route('/api/user-info/<user_id>')
def consume_api(user_id):
    response = requests.get(f""{EXTERNAL_API}/users/{user_id}"")
    # Trusting external API response without validation!
    user_data = response.json()
    update_local_user(user_id, user_data)
    return jsonify(user_data)",UnsafeAPIConsumption
Good,"@app.route('/api/user/update', methods=['PUT'])
@login_required
def update_user_endpoint():
    allowed_fields = ['name', 'email', 'phone']
    request_data = request.get_json()
    user = current_user
    for key in allowed_fields:
        if key in request_data:
            setattr(user, key, request_data[key])
    db.session.commit()
    return jsonify(success=True)",MassAssignment
Good,"@app.route('/api/profile/<profile_id>', methods=['PUT'])
@auth_required
def get_resource_handler(profile_id):
    if profile_id != current_user.profile_id:
        return jsonify(error='Unauthorized'), 403
    data = request.get_json()
    profile = Profile.query.get(profile_id)
    profile.update(data)
    db.session.commit()
    return jsonify(success=True)",BOLA
Good,"@app.route('/api/search')
@limiter.limit(""100 per hour"")
def handle_request_route():
    query = request.args.get('q')
    page = request.args.get('page', 1, type=int)
    per_page = min(request.args.get('limit', 20, type=int), 100)
    results = db.query(Item).filter(Item.name.contains(query)).paginate(page, per_page)
    return jsonify(items=[r.to_dict() for r in results.items], total=results.total)",NoRateLimit
Good,"@app.route('/api/preview')
@limiter.limit(""30 per minute"")
def fetch_url_route():
    url = request.args.get('link')
    parsed = urlparse(url)
    resolved_ip = socket.gethostbyname(parsed.hostname)
    if ipaddress.ip_address(resolved_ip).is_private:
        abort(403, 'Private IP not allowed')
    response = httpx.get(url, follow_redirects=False, timeout=5)
    soup = BeautifulSoup(response.text[:10000], 'html.parser')
    return jsonify(title=soup.title.string if soup.title else '')",SSRF
Error,"@app.route('/admin')
def handle_request_handler():
    # No authentication required!
    return render_template('admin.html', users=User.query.all())",Misconfiguration
Good,"@app.route('/api/profile/<profile_id>', methods=['PUT'])
@auth_required
def get_resource_endpoint(profile_id):
    if profile_id != current_user.profile_id:
        return jsonify(error='Unauthorized'), 403
    body = request.get_json()
    profile = Profile.query.get(profile_id)
    profile.update(body)
    db.session.commit()
    return jsonify(success=True)",BOLA
Error,"@app.route('/api/fetch-external')
def consume_api_route():
    endpoint = request.args.get('url')
    response = requests.get(endpoint, allow_redirects=True)  # Follows any redirect
    return jsonify(data=response.json())",UnsafeAPIConsumption
Error,"@app.route('/api/protected')
def authenticate_route():
    auth_token = request.headers.get('Authorization', '').replace('Bearer ', '')
    payload = jwt.decode(auth_token, options={""verify_signature"": False})
    return jsonify(data=payload)",BrokenAuth
Good,"@app.route('/debug/info')
@admin_required
def internal_endpoint_api():
    if not app.debug:
        abort(404)
    return jsonify(version=app.config['VERSION'])",ImproperInventory
Good,"@app.route('/api/refund', methods=['POST'])
@require_role('finance')
@limiter.limit(""10 per minute"")
def admin_action_endpoint():
    order_id = request.json['order_id']
    amount = request.json['amount']
    if amount > MAX_REFUND_AMOUNT:
        abort(400, 'Amount exceeds limit')
    process_refund(order_id, amount, approved_by=current_user.id)
    return jsonify(refunded=True)",BrokenFuncAuth
Error,"@app.route('/api/invite', methods=['POST'])
def business_flow():
    emails = request.json['emails']
    # No limit - can spam invitations
    for email in emails:
        send_invitation(email, current_user.referral_code)
    return jsonify(sent=len(emails))",BusinessFlow
Good,"@app.route('/api/user/<resource_id>/promote', methods=['POST'])
@admin_required
def admin_action(resource_id):
    if not current_user.has_permission('manage_users'):
        abort(403)
    user = User.query.get(resource_id)
    user.role = 'admin'
    audit_log('user_promoted', current_user.id, resource_id)
    db.session.commit()
    return jsonify(success=True)",BrokenFuncAuth
Good,"app = Flask(__name__)
app.config['DEBUG'] = os.environ.get('FLASK_DEBUG', 'False') == 'True'
app.config['SECRET_KEY'] = os.environ.get('SECRET_KEY')
app.config['SESSION_COOKIE_SECURE'] = True
app.config['SESSION_COOKIE_HTTPONLY'] = True

@app.route('/')
def handle_request_api():
    return 'Hello World'",Misconfiguration
Good,"@app.route('/api/purchase', methods=['POST'])
@login_required
@limiter.limit(""10 per hour"")
def business_flow_endpoint():
    product_id = request.json['product_id']
    quantity = min(request.json['quantity'], MAX_QUANTITY_PER_ORDER)
    if get_user_purchases_today(current_user.id) >= DAILY_LIMIT:
        abort(429, 'Daily purchase limit exceeded')
    order = create_order(product_id, quantity, current_user.id)
    return jsonify(order_id=order.id)",BusinessFlow
Error,"@app.route('/api/users')
def handle_request_endpoint():
    users = User.query.all()  # Returns ALL users - memory exhaustion
    return jsonify([u.serialize() for u in users])",NoRateLimit
Error,"@app.route('/health')
def internal_endpoint_endpoint():
    return jsonify(
        status='ok',
        database=db.engine.url,  # Exposes connection string!
        redis=redis.connection_pool.connection_kwargs
    )",ImproperInventory
Error,"@app.route('/api/v1/users')  # Deprecated but still works
def internal_endpoint():
    # Old version without authentication
    return jsonify([u.to_dict() for u in User.query.all()])

@app.route('/api/v2/users')
@jwt_required
def get_users_v2():
    return jsonify([u.to_dict() for u in User.query.all()])",ImproperInventory
Good,"@app.route('/api/search')
@limiter.limit(""100 per hour"")
def handle_request_view():
    query = request.args.get('q')
    page = request.args.get('page', 1, type=int)
    per_page = min(request.args.get('limit', 20, type=int), 100)
    results = db.query(Item).filter(Item.name.contains(query)).paginate(page, per_page)
    return jsonify(items=[r.to_dict() for r in results.items], total=results.total)",NoRateLimit
Error,"@app.route('/login', methods=['POST'])
def handle_request_endpoint():
    # No rate limiting - allows brute force!
    username = request.form['username']
    password = request.form['password']
    if authenticate(username, password):
        return jsonify(token=create_token(username))
    return jsonify(error='Invalid'), 401",NoRateLimit
Error,"@app.route('/admin/users')
def admin_action_view():
    users = User.query.all()
    return jsonify([u.to_dict() for u in users])",BrokenFuncAuth
Good,"@app.route('/transactions/<txn_id>')
@login_required
def get_resource_view(txn_id):
    txn = Transaction.query.filter_by(id=txn_id, user_id=current_user.id).first()
    if not txn:
        abort(404)
    return jsonify(amount=txn.amount, status=txn.status)",BOLA
Error,"@app.route('/api/users')
def handle_request_api():
    users = User.query.all()  # Returns ALL users - memory exhaustion
    return jsonify([u.serialize() for u in users])",NoRateLimit
Error,"@app.route('/api/vote', methods=['POST'])
def business_flow_handler():
    poll_id = request.json['poll_id']
    choice = request.json['choice']
    # No duplicate vote check
    vote = Vote(poll_id=poll_id, choice=choice)
    db.session.add(vote)
    db.session.commit()
    return jsonify(success=True)",BusinessFlow
Error,"@app.route('/api/config', methods=['PUT'])
def admin_action_endpoint():
    config = request.get_json()
    update_system_config(config)  # Any user can modify!
    return jsonify(success=True)",BrokenFuncAuth
Good,"@app.route('/api/data')
@jwt_required()
def authenticate_handler():
    current_user = get_jwt_identity()
    if not current_user:
        abort(401)
    return jsonify(get_user_data(current_user))",BrokenAuth
Error,"@app.route('/api/purchase', methods=['POST'])
def business_flow_view():
    product_id = request.json['product_id']
    quantity = request.json['quantity']
    # No limit on quantity - scalping vulnerability
    order = create_order(product_id, quantity, current_user.id)
    return jsonify(order_id=order.id)",BusinessFlow
Error,"@app.route('/api/fetch-external')
def consume_api_route():
    url = request.args.get('url')
    response = requests.get(url, allow_redirects=True)  # Follows any redirect
    return jsonify(data=response.json())",UnsafeAPIConsumption
Error,"@app.route('/upload', methods=['POST'])
def handle_request_route():
    file = request.files['file']
    # No size check - DoS vulnerability!
    file.save(os.path.join(UPLOAD_DIR, file.filename))
    return jsonify(success=True)",NoRateLimit
Error,"@app.route('/proxy/image')
def fetch_url_handler():
    image_url = request.args.get('src')
    img_data = urllib.request.urlopen(image_url).read()
    return Response(img_data, mimetype='image/png')",SSRF
Error,"@app.route('/upload', methods=['POST'])
def handle_request_route():
    file = request.files['file']
    # No size check - DoS vulnerability!
    file.save(os.path.join(UPLOAD_DIR, file.filename))
    return jsonify(success=True)",NoRateLimit
Good,"@app.route('/api/protected')
def authenticate_view():
    token = request.headers.get('Authorization', '').replace('Bearer ', '')
    try:
        payload = jwt.decode(token, SECRET_KEY, algorithms=['HS256'])
        if is_token_revoked(payload['jti']):
            abort(401)
        return jsonify(data=payload)
    except jwt.ExpiredSignatureError:
        abort(401)",BrokenAuth
Error,"@app.route('/api/users')
def handle_request_endpoint():
    users = User.query.all()  # Returns ALL users - memory exhaustion
    return jsonify([u.serialize() for u in users])",NoRateLimit
Good,"@app.route('/api/protected')
def authenticate():
    bearer_token = request.headers.get('Authorization', '').replace('Bearer ', '')
    try:
        payload = jwt.decode(bearer_token, SECRET_KEY, algorithms=['HS256'])
        if is_token_revoked(payload['jti']):
            abort(401)
        return jsonify(data=payload)
    except jwt.ExpiredSignatureError:
        abort(401)",BrokenAuth
Good,"@app.route('/api/fetch-external')
@limiter.limit(""10 per minute"")
def consume_api_endpoint():
    url = request.args.get('url')
    if not is_allowed_domain(url):
        abort(400)
    response = requests.get(url, allow_redirects=False, timeout=5)
    if response.is_redirect:
        abort(400, 'Redirects not allowed')
    return jsonify(data=response.json())",UnsafeAPIConsumption
Good,"@app.route('/api/user/update', methods=['PUT'])
@login_required
def update_user():
    allowed_fields = ['name', 'email', 'phone']
    content = request.get_json()
    user = current_user
    for key in allowed_fields:
        if key in content:
            setattr(user, key, content[key])
    db.session.commit()
    return jsonify(success=True)",MassAssignment
Good,"@app.route('/api/user/update', methods=['PUT'])
@login_required
def update_user():
    allowed_fields = ['name', 'email', 'phone']
    payload = request.get_json()
    user = current_user
    for key in allowed_fields:
        if key in payload:
            setattr(user, key, payload[key])
    db.session.commit()
    return jsonify(success=True)",MassAssignment
Good,"from flask_cors import CORS
app = Flask(__name__)
CORS(app, resources={
    r""/api/*"": {""origins"": ALLOWED_ORIGINS, ""methods"": [""GET"", ""POST""]}
})

@app.route('/api/data')
@login_required
def handle_request():
    return jsonify(get_user_data(current_user.id))",Misconfiguration
Error,"@app.route('/login', methods=['POST'])
def handle_request_route():
    # No rate limiting - allows brute force!
    username = request.form['username']
    password = request.form['password']
    if authenticate(username, password):
        return jsonify(token=create_token(username))
    return jsonify(error='Invalid'), 401",NoRateLimit
Error,"@app.route('/api/data')
def authenticate_view():
    auth_token = request.headers.get('Authorization')
    # No validation of token
    return jsonify(get_sensitive_data())",BrokenAuth
Good,"@app.route('/api/profile/<profile_id>', methods=['PUT'])
@auth_required
def get_resource_view(profile_id):
    if profile_id != current_user.profile_id:
        return jsonify(error='Unauthorized'), 403
    request_data = request.get_json()
    profile = Profile.query.get(profile_id)
    profile.update(request_data)
    db.session.commit()
    return jsonify(success=True)",BOLA
Error,"@app.route('/api/register', methods=['POST'])
def update_user():
    payload = request.get_json()
    user = User(**payload)  # User can set is_admin=True!
    db.session.add(user)
    db.session.commit()
    return jsonify(id=user.id)",MassAssignment
Error,"app = Flask(__name__)
app.config['DEBUG'] = True
app.config['SECRET_KEY'] = 'dev-key-123'

@app.route('/')
def handle_request_handler():
    return 'Hello World'",Misconfiguration
Error,"@app.route('/api/fetch-external')
def consume_api_handler():
    target_url = request.args.get('url')
    response = requests.get(target_url, allow_redirects=True)  # Follows any redirect
    return jsonify(data=response.json())",UnsafeAPIConsumption
Good,"@app.route('/api/data')
@jwt_required()
def authenticate_api():
    current_user = get_jwt_identity()
    if not current_user:
        abort(401)
    return jsonify(get_user_data(current_user))",BrokenAuth
Good,"@app.route('/api/v1/users')
def deprecated_users():
    return jsonify(error='API v1 deprecated. Use /api/v2/users'), 410

@app.route('/api/v2/users')
@jwt_required
def internal_endpoint_view():
    return jsonify([u.to_dict() for u in User.query.all()])",ImproperInventory
Good,"@app.route('/proxy/image')
@limiter.limit(""100 per minute"")
def fetch_url_handler():
    image_url = request.args.get('src')
    parsed = urlparse(image_url)
    if not is_allowed_image_host(parsed.netloc):
        abort(403)
    if is_private_ip(socket.gethostbyname(parsed.hostname)):
        abort(403, 'Private IP not allowed')
    img_data = requests.get(image_url, timeout=5).content
    return Response(img_data, mimetype='image/png')",SSRF
Error,"@app.route('/api/config', methods=['PUT'])
def admin_action_route():
    config = request.get_json()
    update_system_config(config)  # Any user can modify!
    return jsonify(success=True)",BrokenFuncAuth
Good,"@app.route('/api/purchase', methods=['POST'])
@login_required
@limiter.limit(""10 per hour"")
def business_flow_view():
    product_id = request.json['product_id']
    quantity = min(request.json['quantity'], MAX_QUANTITY_PER_ORDER)
    if get_user_purchases_today(current_user.id) >= DAILY_LIMIT:
        abort(429, 'Daily purchase limit exceeded')
    order = create_order(product_id, quantity, current_user.id)
    return jsonify(order_id=order.id)",BusinessFlow
Good,"@app.route('/documents/<doc_id>/download')
@login_required
def get_resource_endpoint(doc_id):
    doc = Document.query.get_or_404(doc_id)
    if doc.owner_id != current_user.id:
        abort(403)
    return send_file(doc.filepath)",BOLA
Good,"@app.route('/api/profile', methods=['PATCH'])
@login_required
def update_user_route():
    schema = ProfileUpdateSchema()
    body = schema.load(request.json)  # Only allowed fields
    profile = Profile.query.get(current_user.profile_id)
    profile.name = body.get('name', profile.name)
    profile.bio = body.get('bio', profile.bio)
    db.session.commit()
    return jsonify(profile.to_dict())",MassAssignment
Error,"@app.route('/api/v1/users')  # Deprecated but still works
def internal_endpoint_api():
    # Old version without authentication
    return jsonify([u.to_dict() for u in User.query.all()])

@app.route('/api/v2/users')
@jwt_required
def get_users_v2():
    return jsonify([u.to_dict() for u in User.query.all()])",ImproperInventory
Error,"@app.route('/proxy/image')
def fetch_url_route():
    image_url = request.args.get('src')
    img_data = urllib.request.urlopen(image_url).read()
    return Response(img_data, mimetype='image/png')",SSRF
Good,"@app.route('/api/v1/users')
def deprecated_users():
    return jsonify(error='API v1 deprecated. Use /api/v2/users'), 410

@app.route('/api/v2/users')
@jwt_required
def internal_endpoint_api():
    return jsonify([u.to_dict() for u in User.query.all()])",ImproperInventory
Error,"@app.route('/api/vote', methods=['POST'])
def business_flow_view():
    poll_id = request.json['poll_id']
    choice = request.json['choice']
    # No duplicate vote check
    vote = Vote(poll_id=poll_id, choice=choice)
    db.session.add(vote)
    db.session.commit()
    return jsonify(success=True)",BusinessFlow
Error,"@app.route('/api/pdf/generate', methods=['POST'])
def fetch_url_view():
    html_url = request.json['template_url']
    html_content = requests.get(html_url).text  # Fetches any URL
    pdf = generate_pdf(html_content)
    return send_file(pdf)",SSRF
Good,"@app.route('/api/vote', methods=['POST'])
@login_required
def business_flow():
    poll_id = request.json['poll_id']
    choice = request.json['choice']
    if Vote.query.filter_by(poll_id=poll_id, user_id=current_user.id).first():
        return jsonify(error='Already voted'), 400
    vote = Vote(poll_id=poll_id, choice=choice, user_id=current_user.id)
    db.session.add(vote)
    db.session.commit()
    return jsonify(success=True)",BusinessFlow
Good,"@app.route('/api/third-party')
@limiter.limit(""30 per minute"")
def consume_api_api():
    try:
        response = requests.get(THIRD_PARTY_API, timeout=10)
        response.raise_for_status()
        return jsonify(ThirdPartySchema().load(response.json()))
    except requests.Timeout:
        return jsonify(error='Service timeout'), 504
    except requests.RequestException as e:
        app.logger.error(f""Third party API error: {e}"")
        return jsonify(error='Service unavailable'), 503",UnsafeAPIConsumption
Error,"@app.route('/api/preview')
def fetch_url_view():
    service_url = request.args.get('link')
    response = httpx.get(service_url, follow_redirects=True)
    soup = BeautifulSoup(response.text, 'html.parser')
    return jsonify(title=soup.title.string if soup.title else '')",SSRF
Good,"@app.route('/health')
def internal_endpoint_endpoint():
    try:
        db.session.execute('SELECT 1')
        db_status = 'ok'
    except:
        db_status = 'error'
    return jsonify(status='ok', database=db_status)",ImproperInventory
Error,"@app.route('/api/user/<item_id>')
def get_resource_view(item_id):
    data = db.query(User).filter_by(id=item_id).first()
    return jsonify(data.to_dict())",BOLA
Good,"@app.route('/admin/login', methods=['POST'])
@limiter.limit(""5 per minute"")
def authenticate():
    user = authenticate_user(request.form['username'], request.form['password'])
    if user and verify_mfa(user, request.form['otp']):
        session['admin'] = True
        session.permanent = True
        return redirect('/dashboard')
    return 'Access denied', 401",BrokenAuth
Error,"@app.route('/account/edit', methods=['POST'])
def update_user_view():
    Account.query.filter_by(id=current_user.account_id).update(request.json)
    db.session.commit()
    return redirect('/account')",MassAssignment
Error,"@app.route('/api/search')
def handle_request_view():
    query = request.args.get('q')
    # No limit on results or requests
    results = db.query(Item).filter(Item.name.contains(query)).all()
    return jsonify([r.to_dict() for r in results])",NoRateLimit
Error,"@app.route('/api/register', methods=['POST'])
def update_user_api():
    payload = request.get_json()
    user = User(**payload)  # User can set is_admin=True!
    db.session.add(user)
    db.session.commit()
    return jsonify(id=user.id)",MassAssignment
Error,"@app.route('/account/edit', methods=['POST'])
def update_user_view():
    Account.query.filter_by(id=current_user.account_id).update(request.json)
    db.session.commit()
    return redirect('/account')",MassAssignment
Error,"@app.route('/documents/<doc_id>/download')
def get_resource_endpoint(doc_id):
    doc = Document.query.get_or_404(doc_id)
    return send_file(doc.filepath)",BOLA
Error,"@app.route('/api/webhook', methods=['POST'])
def fetch_url_view():
    callback_url = request.json['callback_url']
    data = process_webhook()
    requests.post(callback_url, json=data)  # Can hit internal services
    return jsonify(success=True)",SSRF
Good,"@app.route('/health')
def internal_endpoint_api():
    try:
        db.session.execute('SELECT 1')
        db_status = 'ok'
    except:
        db_status = 'error'
    return jsonify(status='ok', database=db_status)",ImproperInventory
Error,"@app.route('/admin')
def handle_request_api():
    # No authentication required!
    return render_template('admin.html', users=User.query.all())",Misconfiguration
Good,"@app.route('/internal/metrics')
@require_internal_network
@admin_required
def internal_endpoint():
    return jsonify(
        requests_per_minute=get_rpm(),
        active_sessions=count_active_sessions(),
        status='healthy'
    )",ImproperInventory
Error,"@app.route('/api/config', methods=['PUT'])
def admin_action_view():
    config = request.get_json()
    update_system_config(config)  # Any user can modify!
    return jsonify(success=True)",BrokenFuncAuth
Error,"from flask_cors import CORS
app = Flask(__name__)
CORS(app, resources={r""/*"": {""origins"": ""*""}})

@app.route('/api/data')
def handle_request():
    return jsonify(sensitive_data())",Misconfiguration
Good,"@app.route('/admin/users')
@admin_required
def admin_action_route():
    users = User.query.all()
    return jsonify([u.to_dict() for u in users])",BrokenFuncAuth
Error,"@app.route('/api/post/<post_id>', methods=['DELETE'])
def admin_action_handler(post_id):
    post = Post.query.get(post_id)
    db.session.delete(post)
    db.session.commit()
    return jsonify(deleted=True)",BrokenFuncAuth
Error,"@app.route('/api/users')
def handle_request():
    users = User.query.all()  # Returns ALL users - memory exhaustion
    return jsonify([u.serialize() for u in users])",NoRateLimit
Good,"@app.route('/admin/login', methods=['POST'])
@limiter.limit(""5 per minute"")
def authenticate_view():
    user = authenticate_user(request.form['username'], request.form['password'])
    if user and verify_mfa(user, request.form['otp']):
        session['admin'] = True
        session.permanent = True
        return redirect('/dashboard')
    return 'Access denied', 401",BrokenAuth
Good,"@app.route('/api/data')
@jwt_required()
def authenticate_handler():
    current_user = get_jwt_identity()
    if not current_user:
        abort(401)
    return jsonify(get_user_data(current_user))",BrokenAuth
Error,"@app.route('/health')
def internal_endpoint_api():
    return jsonify(
        status='ok',
        database=db.engine.url,  # Exposes connection string!
        redis=redis.connection_pool.connection_kwargs
    )",ImproperInventory
Good,"@app.route('/api/protected')
def authenticate_view():
    auth_token = request.headers.get('Authorization', '').replace('Bearer ', '')
    try:
        payload = jwt.decode(auth_token, SECRET_KEY, algorithms=['HS256'])
        if is_token_revoked(payload['jti']):
            abort(401)
        return jsonify(data=payload)
    except jwt.ExpiredSignatureError:
        abort(401)",BrokenAuth
Good,"@app.route('/api/fetch-external')
@limiter.limit(""10 per minute"")
def consume_api():
    target_url = request.args.get('url')
    if not is_allowed_domain(target_url):
        abort(400)
    response = requests.get(target_url, allow_redirects=False, timeout=5)
    if response.is_redirect:
        abort(400, 'Redirects not allowed')
    return jsonify(data=response.json())",UnsafeAPIConsumption
Error,"@app.route('/api/vote', methods=['POST'])
def business_flow_endpoint():
    poll_id = request.json['poll_id']
    choice = request.json['choice']
    # No duplicate vote check
    vote = Vote(poll_id=poll_id, choice=choice)
    db.session.add(vote)
    db.session.commit()
    return jsonify(success=True)",BusinessFlow
Error,"@app.route('/transactions/<txn_id>')
def get_resource_api(txn_id):
    txn = Transaction.query.filter_by(id=txn_id).first()
    return jsonify(amount=txn.amount, status=txn.status)",BOLA
Error,"@app.route('/admin/login', methods=['POST'])
def authenticate_api():
    if request.form['password'] == 'admin123':
        session['admin'] = True
        return redirect('/dashboard')
    return 'Access denied', 401",BrokenAuth
Good,"@app.route('/proxy/image')
@limiter.limit(""100 per minute"")
def fetch_url():
    image_url = request.args.get('src')
    parsed = urlparse(image_url)
    if not is_allowed_image_host(parsed.netloc):
        abort(403)
    if is_private_ip(socket.gethostbyname(parsed.hostname)):
        abort(403, 'Private IP not allowed')
    img_data = requests.get(image_url, timeout=5).content
    return Response(img_data, mimetype='image/png')",SSRF
Good,"@app.route('/internal/metrics')
@require_internal_network
@admin_required
def internal_endpoint_route():
    return jsonify(
        requests_per_minute=get_rpm(),
        active_sessions=count_active_sessions(),
        status='healthy'
    )",ImproperInventory
Good,"@app.route('/api/profile/<profile_id>', methods=['PUT'])
@auth_required
def get_resource_route(profile_id):
    if profile_id != current_user.profile_id:
        return jsonify(error='Unauthorized'), 403
    request_data = request.get_json()
    profile = Profile.query.get(profile_id)
    profile.update(request_data)
    db.session.commit()
    return jsonify(success=True)",BOLA
Error,"@app.route('/api/preview')
def fetch_url_view():
    api_url = request.args.get('link')
    response = httpx.get(api_url, follow_redirects=True)
    soup = BeautifulSoup(response.text, 'html.parser')
    return jsonify(title=soup.title.string if soup.title else '')",SSRF
Good,"@app.route('/api/user/<resource_id>/promote', methods=['POST'])
@admin_required
def admin_action_endpoint(resource_id):
    if not current_user.has_permission('manage_users'):
        abort(403)
    user = User.query.get(resource_id)
    user.role = 'admin'
    audit_log('user_promoted', current_user.id, resource_id)
    db.session.commit()
    return jsonify(success=True)",BrokenFuncAuth
Error,"@app.route('/api/fetch')
def fetch_url_route():
    endpoint = request.args.get('url')
    response = requests.get(endpoint)  # SSRF - can access internal resources!
    return jsonify(content=response.text)",SSRF
Good,"@app.route('/api/profile/<profile_id>', methods=['PUT'])
@auth_required
def get_resource_view(profile_id):
    if profile_id != current_user.profile_id:
        return jsonify(error='Unauthorized'), 403
    payload = request.get_json()
    profile = Profile.query.get(profile_id)
    profile.update(payload)
    db.session.commit()
    return jsonify(success=True)",BOLA
Good,"app = Flask(__name__)
app.config['DEBUG'] = os.environ.get('FLASK_DEBUG', 'False') == 'True'
app.config['SECRET_KEY'] = os.environ.get('SECRET_KEY')
app.config['SESSION_COOKIE_SECURE'] = True
app.config['SESSION_COOKIE_HTTPONLY'] = True

@app.route('/')
def handle_request_handler():
    return 'Hello World'",Misconfiguration
Error,"@app.route('/api/apply-coupon', methods=['POST'])
def business_flow_endpoint():
    coupon_code = request.json['code']
    coupon = Coupon.query.filter_by(code=coupon_code).first()
    if coupon:
        # No check if already used by this user
        apply_discount(current_user.cart_id, coupon.discount)
        return jsonify(success=True)
    return jsonify(error='Invalid coupon'), 400",BusinessFlow
Good,"@app.route('/api/vote', methods=['POST'])
@login_required
def business_flow_route():
    poll_id = request.json['poll_id']
    choice = request.json['choice']
    if Vote.query.filter_by(poll_id=poll_id, user_id=current_user.id).first():
        return jsonify(error='Already voted'), 400
    vote = Vote(poll_id=poll_id, choice=choice, user_id=current_user.id)
    db.session.add(vote)
    db.session.commit()
    return jsonify(success=True)",BusinessFlow
Error,"@app.route('/test/create-admin')
def internal_endpoint_handler():
    # Forgot to remove test endpoint!
    admin = User(username='testadmin', role='admin')
    db.session.add(admin)
    db.session.commit()
    return jsonify(id=admin.id)",ImproperInventory
Error,"@app.route('/account/edit', methods=['POST'])
def update_user_route():
    Account.query.filter_by(id=current_user.account_id).update(request.json)
    db.session.commit()
    return redirect('/account')",MassAssignment
Good,"@app.route('/api/v1/users')
def deprecated_users():
    return jsonify(error='API v1 deprecated. Use /api/v2/users'), 410

@app.route('/api/v2/users')
@jwt_required
def internal_endpoint_route():
    return jsonify([u.to_dict() for u in User.query.all()])",ImproperInventory
Good,"@app.route('/login', methods=['POST'])
@limiter.limit(""5 per minute"")
def handle_request_api():
    username = request.form['username']
    password = request.form['password']
    if authenticate(username, password):
        return jsonify(token=create_token(username))
    return jsonify(error='Invalid'), 401",NoRateLimit
Error,"@app.route('/api/users')
def handle_request_api():
    users = User.query.all()  # Returns ALL users - memory exhaustion
    return jsonify([u.serialize() for u in users])",NoRateLimit
Good,"@app.route('/api/users')
@login_required
@limiter.limit(""30 per minute"")
def handle_request_route():
    page = request.args.get('page', 1, type=int)
    per_page = min(request.args.get('per_page', 20, type=int), 50)
    users = User.query.paginate(page=page, per_page=per_page)
    return jsonify(users=[u.serialize() for u in users.items], total=users.total)",NoRateLimit
Error,"@app.route('/admin/login', methods=['POST'])
def authenticate_route():
    if request.form['password'] == 'admin123':
        session['admin'] = True
        return redirect('/dashboard')
    return 'Access denied', 401",BrokenAuth
Error,"@app.route('/api/data')
def authenticate_route():
    access_token = request.headers.get('Authorization')
    # No validation of token
    return jsonify(get_sensitive_data())",BrokenAuth
Error,"@app.route('/admin')
def handle_request_endpoint():
    # No authentication required!
    return render_template('admin.html', users=User.query.all())",Misconfiguration
Error,"@app.route('/api/user/<user_id>/promote', methods=['POST'])
def admin_action_api(user_id):
    user = User.query.get(user_id)
    user.role = 'admin'
    db.session.commit()
    return jsonify(success=True)",BrokenFuncAuth
